competicao,temporada,id_partida,estadio,cidade,uf,dia_semana,data,hora,mandante,visitante,mand_placar,visit_placar,vencedor_regular,disputa_penaltis,mand_penaltis,visit_penaltis,vencedor_penaltis
Brasileirao,2018,205,Nilton Santos,Rio de Janeiro,RJ,Sábado,2018-08-25,21:00:00,BOTAFOGO - RJ,SPORT - PE,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,206,Morumbi,Sao Paulo,SP,Domingo,2018-08-26,11:00:00,SAO PAULO - SP,CEARA - CE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,207,Independência,Belo Horizonte,MG,Domingo,2018-08-26,16:00:00,AMERICA - MG,FLAMENGO - RJ,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,208,Manoel Barradas,Salvador,BA,Domingo,2018-08-26,16:00:00,VITORIA - BA,ATLETICO - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,209,Beira-Rio,Porto Alegre,RS,Domingo,2018-08-26,16:00:00,INTERNACIONAL - RS,PALMEIRAS - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,210,São Januário,Rio de Janeiro,RJ,Domingo,2018-08-26,19:00:00,VASCO DA GAMA - RJ,CHAPECOENSE - SC,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,142,Arena da Baixada,Curitiba,PR,Quarta,2018-08-29,19:30:00,ATLETICO - PR,VASCO DA GAMA - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,147,Presidente Vargas,Fortaleza,CE,Quarta,2018-08-29,19:30:00,CEARA - CE,BAHIA - BA,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,211,Manoel Barradas,Salvador,BA,Sábado,2018-09-01,16:00:00,VITORIA - BA,AMERICA - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,212,Arena do Grêmio,Porto Alegre,RS,Sábado,2018-09-01,16:00:00,GREMIO - RS,BOTAFOGO - RJ,4,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,213,Maracanã,Rio de Janeiro,RJ,Sábado,2018-09-01,19:00:00,VASCO DA GAMA - RJ,SANTOS - SP,0,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,214,Arena Corinthians,Sao Paulo,SP,Sábado,2018-09-01,21:00:00,CORINTHIANS - SP,ATLETICO - MG,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,215,Maracanã,Rio de Janeiro,RJ,Domingo,2018-09-02,11:00:00,FLAMENGO - RJ,CEARA - CE,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,216,Arena da Baixada,Curitiba,PR,Domingo,2018-09-02,16:00:00,ATLETICO - PR,BAHIA - BA,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,217,Morumbi,Sao Paulo,SP,Domingo,2018-09-02,16:00:00,SAO PAULO - SP,FLUMINENSE - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,218,Ilha do Retiro,Recife,PE,Domingo,2018-09-02,16:00:00,SPORT - PE,PARANA - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,219,Arena Condá,Chapeco,SC,Domingo,2018-09-02,19:00:00,CHAPECOENSE - SC,PALMEIRAS - SP,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,220,Mineirão,Belo Horizonte,MG,Domingo,2018-09-02,19:00:00,CRUZEIRO - MG,INTERNACIONAL - RS,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,221,Arena Fonte Nova,Salvador,BA,Quarta,2018-09-05,19:30:00,BAHIA - BA,SPORT - PE,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,222,Nilton Santos,Rio de Janeiro,RJ,Quarta,2018-09-05,19:30:00,BOTAFOGO - RJ,CRUZEIRO - MG,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,223,Arena Castelão,Fortaleza,CE,Quarta,2018-09-05,20:00:00,CEARA - CE,CORINTHIANS - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,224,Durival Britto,Curitiba,PR,Quarta,2018-09-05,21:00:00,PARANA - PR,CHAPECOENSE - SC,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,225,Allianz Parque,Sao Paulo,SP,Quarta,2018-09-05,21:00:00,PALMEIRAS - SP,ATLETICO - PR,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,226,Independência,Belo Horizonte,MG,Quarta,2018-09-05,21:45:00,ATLETICO - MG,SAO PAULO - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,227,Beira-Rio,Porto Alegre,RS,Quarta,2018-09-05,21:45:00,INTERNACIONAL - RS,FLAMENGO - RJ,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,228,Maracanã,Rio de Janeiro,RJ,Quinta,2018-09-06,19:00:00,FLUMINENSE - RJ,VITORIA - BA,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,229,Independência,Belo Horizonte,MG,Quinta,2018-09-06,20:00:00,AMERICA - MG,VASCO DA GAMA - RJ,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,230,Pacaembu,Sao Paulo,SP,Quinta,2018-09-06,19:00:00,SANTOS - SP,GREMIO - RS,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,231,Ilha do Retiro,Recife,PE,Sábado,2018-09-08,16:00:00,SPORT - PE,CRUZEIRO - MG,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,232,Morumbi,Sao Paulo,SP,Sábado,2018-09-08,19:00:00,SAO PAULO - SP,BAHIA - BA,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,233,Maracanã,Rio de Janeiro,RJ,Sábado,2018-09-08,21:00:00,FLAMENGO - RJ,CHAPECOENSE - SC,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,234,Independência,Belo Horizonte,MG,Domingo,2018-09-09,16:00:00,AMERICA - MG,CEARA - CE,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,235,Maracanã,Rio de Janeiro,RJ,Domingo,2018-09-09,16:00:00,FLUMINENSE - RJ,BOTAFOGO - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,236,Allianz Parque,Sao Paulo,SP,Domingo,2018-09-09,16:00:00,PALMEIRAS - SP,CORINTHIANS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,237,Beira-Rio,Porto Alegre,RS,Domingo,2018-09-09,16:00:00,INTERNACIONAL - RS,GREMIO - RS,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,238,Manoel Barradas,Salvador,BA,Domingo,2018-09-09,19:00:00,VITORIA - BA,VASCO DA GAMA - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,239,Durival Britto,Curitiba,PR,Domingo,2018-09-09,19:00:00,PARANA - PR,SANTOS - SP,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,240,Independência,Belo Horizonte,MG,Segunda,2018-09-10,20:00:00,ATLETICO - MG,ATLETICO - PR,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,193,Arena Condá,Chapeco,SC,Quinta,2018-09-13,20:00:00,CHAPECOENSE - SC,ATLETICO - PR,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,241,Arena Castelão,Fortaleza,CE,Sábado,2018-09-15,16:00:00,CEARA - CE,VITORIA - BA,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,242,Mané Garrincha,Brasilia,DF,Sábado,2018-09-15,19:00:00,VASCO DA GAMA - RJ,FLAMENGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,249,Arena do Grêmio,Porto Alegre,RS,Sábado,2018-09-15,16:00:00,GREMIO - RS,PARANA - PR,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,243,Nilton Santos,Rio de Janeiro,RJ,Domingo,2018-09-16,11:00:00,BOTAFOGO - RJ,AMERICA - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,244,Mineirão,Belo Horizonte,MG,Domingo,2018-09-16,16:00:00,CRUZEIRO - MG,ATLETICO - MG,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,245,Arena da Baixada,Curitiba,PR,Domingo,2018-09-16,16:00:00,ATLETICO - PR,FLUMINENSE - RJ,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,246,Arena Fonte Nova,Salvador,BA,Domingo,2018-09-16,16:00:00,BAHIA - BA,PALMEIRAS - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,247,Vila Belmiro,Santos,SP,Domingo,2018-09-16,16:00:00,SANTOS - SP,SAO PAULO - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,248,Arena Corinthians,Sao Paulo,SP,Domingo,2018-09-16,19:00:00,CORINTHIANS - SP,SPORT - PE,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,250,Arena Condá,Chapeco,SC,Segunda,2018-09-17,20:00:00,CHAPECOENSE - SC,INTERNACIONAL - RS,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,251,Morumbi,Sao Paulo,SP,Sábado,2018-09-22,16:00:00,SAO PAULO - SP,AMERICA - MG,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,252,Maracanã,Rio de Janeiro,RJ,Domingo,2018-09-23,16:00:00,FLAMENGO - RJ,ATLETICO - MG,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,253,Manoel Barradas,Salvador,BA,Domingo,2018-09-23,18:00:00,VITORIA - BA,BOTAFOGO - RJ,3,4,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,254,Arena do Grêmio,Porto Alegre,RS,Domingo,2018-09-23,11:00:00,GREMIO - RS,CEARA - CE,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,255,Arena da Baixada,Curitiba,PR,Domingo,2018-09-23,16:00:00,ATLETICO - PR,PARANA - PR,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,257,Ilha do Retiro,Recife,PE,Domingo,2018-09-23,18:00:00,SPORT - PE,PALMEIRAS - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,258,Arena Corinthians,Sao Paulo,SP,Domingo,2018-09-23,16:00:00,CORINTHIANS - SP,INTERNACIONAL - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,259,Mineirão,Belo Horizonte,MG,Domingo,2018-09-23,19:00:00,CRUZEIRO - MG,SANTOS - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,256,São Januário,Rio de Janeiro,RJ,Segunda,2018-09-24,20:00:00,VASCO DA GAMA - RJ,BAHIA - BA,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,260,Arena Condá,Chapeco,SC,Segunda,2018-09-24,20:00:00,CHAPECOENSE - SC,FLUMINENSE - RJ,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,28,Pacaembu,Sao Paulo,SP,Quinta,2018-09-27,20:00:00,SANTOS - SP,VASCO DA GAMA - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,261,Nilton Santos,Rio de Janeiro,RJ,Sábado,2018-09-29,16:00:00,FLUMINENSE - RJ,GREMIO - RS,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,262,Independência,Belo Horizonte,MG,Sábado,2018-09-29,19:00:00,AMERICA - MG,CORINTHIANS - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,263,Arena Fonte Nova,Salvador,BA,Sábado,2018-09-29,21:00:00,BAHIA - BA,FLAMENGO - RJ,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,264,Pacaembu,Sao Paulo,SP,Domingo,2018-09-30,11:00:00,PALMEIRAS - SP,CRUZEIRO - MG,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,265,Independência,Belo Horizonte,MG,Domingo,2018-09-30,16:00:00,ATLETICO - MG,SPORT - PE,5,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,266,Nilton Santos,Rio de Janeiro,RJ,Domingo,2018-09-30,16:00:00,BOTAFOGO - RJ,SAO PAULO - SP,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,267,Vila Belmiro,Santos,SP,Domingo,2018-09-30,16:00:00,SANTOS - SP,ATLETICO - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,268,Beira-Rio,Porto Alegre,RS,Domingo,2018-09-30,16:00:00,INTERNACIONAL - RS,VITORIA - BA,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,269,Arena Castelão,Fortaleza,CE,Domingo,2018-09-30,19:00:00,CEARA - CE,CHAPECOENSE - SC,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,270,Durival Britto,Curitiba,PR,Segunda,2018-10-01,20:00:00,PARANA - PR,VASCO DA GAMA - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,271,Ilha do Retiro,Recife,PE,Sexta,2018-10-05,19:00:00,SPORT - PE,INTERNACIONAL - RS,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,272,Arena Corinthians,Sao Paulo,SP,Sexta,2018-10-05,21:00:00,CORINTHIANS - SP,FLAMENGO - RJ,0,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,273,Manoel Barradas,Salvador,BA,Sexta,2018-10-05,21:30:00,VITORIA - BA,SANTOS - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,274,Arena da Baixada,Curitiba,PR,Sábado,2018-10-06,16:00:00,ATLETICO - PR,AMERICA - MG,4,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,275,Arena Condá,Chapeco,SC,Sábado,2018-10-06,16:00:00,CHAPECOENSE - SC,ATLETICO - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,276,Morumbi,Sao Paulo,SP,Sábado,2018-10-06,18:00:00,SAO PAULO - SP,PALMEIRAS - SP,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,277,Arena do Grêmio,Porto Alegre,RS,Sábado,2018-10-06,21:00:00,GREMIO - RS,BAHIA - BA,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,278,Maracanã,Rio de Janeiro,RJ,Segunda,2018-10-08,20:00:00,FLUMINENSE - RJ,PARANA - PR,4,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,279,Nilton Santos,Rio de Janeiro,RJ,Terça,2018-10-09,21:00:00,BOTAFOGO - RJ,VASCO DA GAMA - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,282,Maracanã,Rio de Janeiro,RJ,Sábado,2018-10-13,17:00:00,FLAMENGO - RJ,FLUMINENSE - RJ,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,283,Pacaembu,Sao Paulo,SP,Sábado,2018-10-13,19:00:00,SANTOS - SP,CORINTHIANS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,284,Pituaçu,Salvador,BA,Sábado,2018-10-13,21:00:00,BAHIA - BA,PARANA - PR,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,281,Independência,Belo Horizonte,MG,Domingo,2018-10-14,19:00:00,ATLETICO - MG,AMERICA - MG,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,285,Arena Condá,Chapeco,SC,Domingo,2018-10-14,11:00:00,CHAPECOENSE - SC,VITORIA - BA,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,286,São Januário,Rio de Janeiro,RJ,Domingo,2018-10-14,16:00:00,VASCO DA GAMA - RJ,CRUZEIRO - MG,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,287,Pacaembu,Sao Paulo,SP,Domingo,2018-10-14,16:00:00,PALMEIRAS - SP,GREMIO - RS,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,288,Beira-Rio,Porto Alegre,RS,Domingo,2018-10-14,16:00:00,INTERNACIONAL - RS,SAO PAULO - SP,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,289,Arena da Baixada,Curitiba,PR,Domingo,2018-10-14,19:00:00,ATLETICO - PR,SPORT - PE,4,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,290,Arena Castelão,Fortaleza,CE,Segunda,2018-10-15,20:00:00,CEARA - CE,BOTAFOGO - RJ,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,291,Nilton Santos,Rio de Janeiro,RJ,Sábado,2018-10-20,16:00:00,BOTAFOGO - RJ,BAHIA - BA,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,292,Morumbi,Sao Paulo,SP,Sábado,2018-10-20,19:00:00,SAO PAULO - SP,ATLETICO - PR,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,293,Ilha do Retiro,Recife,PE,Sábado,2018-10-20,19:00:00,SPORT - PE,VASCO DA GAMA - RJ,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,294,Independência,Belo Horizonte,MG,Sábado,2018-10-20,16:00:00,AMERICA - MG,GREMIO - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,295,Manoel Barradas,Salvador,BA,Domingo,2018-10-21,16:00:00,VITORIA - BA,CORINTHIANS - SP,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,296,Nilton Santos,Rio de Janeiro,RJ,Domingo,2018-10-21,16:00:00,FLUMINENSE - RJ,ATLETICO - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,297,Pacaembu,Sao Paulo,SP,Domingo,2018-10-21,16:00:00,PALMEIRAS - SP,CEARA - CE,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,298,Independência,Belo Horizonte,MG,Domingo,2018-10-21,19:00:00,CRUZEIRO - MG,CHAPECOENSE - SC,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,299,Durival Britto,Curitiba,PR,Domingo,2018-10-21,19:00:00,PARANA - PR,FLAMENGO - RJ,0,4,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,300,Beira-Rio,Porto Alegre,RS,Segunda,2018-10-22,20:00:00,INTERNACIONAL - RS,SANTOS - SP,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,280,Mineirão,Belo Horizonte,MG,Quarta,2018-10-24,19:30:00,CRUZEIRO - MG,CEARA - CE,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,301,Manoel Barradas,Salvador,BA,Sexta,2018-10-26,19:30:00,VITORIA - BA,SAO PAULO - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
