competicao,temporada,id_partida,estadio,cidade,uf,dia_semana,data,hora,mandante,visitante,mand_placar,visit_placar,vencedor_regular,disputa_penaltis,mand_penaltis,visit_penaltis,vencedor_penaltis
Brasileirao,2018,55,Maracanã,Rio de Janeiro,RJ,Domingo,2018-05-20,19:00:00,FLUMINENSE - RJ,ATLETICO - PR,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,57,Morumbi,Sao Paulo,SP,Domingo,2018-05-20,16:00:00,SAO PAULO - SP,SANTOS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,58,Arena Pernambuco,São Lourenço da Mata,PE,Domingo,2018-05-20,16:00:00,SPORT - PE,CORINTHIANS - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,60,Beira-Rio,Porto Alegre,RS,Segunda,2018-05-21,20:00:00,INTERNACIONAL - RS,CHAPECOENSE - SC,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,61,Independência,Belo Horizonte,MG,Sábado,2018-05-26,21:00:00,ATLETICO - MG,FLAMENGO - RJ,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,65,Maracanã,Rio de Janeiro,RJ,Sábado,2018-05-26,16:00:00,FLUMINENSE - RJ,CHAPECOENSE - SC,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,69,Allianz Parque,Sao Paulo,SP,Sábado,2018-05-26,19:00:00,PALMEIRAS - SP,SPORT - PE,2,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,62,Durival Britto,Curitiba,PR,Domingo,2018-05-27,11:00:00,PARANA - PR,ATLETICO - PR,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,63,Independência,Belo Horizonte,MG,Domingo,2018-05-27,19:00:00,AMERICA - MG,SAO PAULO - SP,1,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,64,Arena Fonte Nova,Salvador,BA,Domingo,2018-05-27,16:00:00,BAHIA - BA,VASCO DA GAMA - RJ,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,66,Nilton Santos,Rio de Janeiro,RJ,Domingo,2018-05-27,16:00:00,BOTAFOGO - RJ,VITORIA - BA,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,67,Arena Castelão,Fortaleza,CE,Domingo,2018-05-27,19:00:00,CEARA - CE,GREMIO - RS,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,68,Pacaembu,Sao Paulo,SP,Domingo,2018-05-27,16:00:00,SANTOS - SP,CRUZEIRO - MG,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,70,Beira-Rio,Porto Alegre,RS,Domingo,2018-05-27,16:00:00,INTERNACIONAL - RS,CORINTHIANS - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,71,Mineirão,Belo Horizonte,MG,Quarta,2018-05-30,21:45:00,CRUZEIRO - MG,PALMEIRAS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,73,Arena Condá,Chapeco,SC,Quarta,2018-05-30,21:00:00,CHAPECOENSE - SC,CEARA - CE,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,74,Manoel Barradas,Salvador,BA,Quarta,2018-05-30,19:30:00,VITORIA - BA,INTERNACIONAL - RS,2,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,75,São Januário,Rio de Janeiro,RJ,Quarta,2018-05-30,19:30:00,VASCO DA GAMA - RJ,PARANA - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,77,Morumbi,Sao Paulo,SP,Quarta,2018-05-30,21:00:00,SAO PAULO - SP,BOTAFOGO - RJ,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,78,Ilha do Retiro,Recife,PE,Quarta,2018-05-30,19:30:00,SPORT - PE,ATLETICO - MG,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,80,Arena do Grêmio,Porto Alegre,RS,Quarta,2018-05-30,21:45:00,GREMIO - RS,FLUMINENSE - RJ,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,72,Arena da Baixada,Curitiba,PR,Quinta,2018-05-31,21:00:00,ATLETICO - PR,SANTOS - SP,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,76,Maracanã,Rio de Janeiro,RJ,Quinta,2018-05-31,16:00:00,FLAMENGO - RJ,BAHIA - BA,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,79,Arena Corinthians,Sao Paulo,SP,Quinta,2018-05-31,18:00:00,CORINTHIANS - SP,AMERICA - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,81,Independência,Belo Horizonte,MG,Sábado,2018-06-02,16:00:00,ATLETICO - MG,CHAPECOENSE - SC,3,3,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,85,São Januário,Rio de Janeiro,RJ,Sábado,2018-06-02,19:00:00,VASCO DA GAMA - RJ,BOTAFOGO - RJ,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,89,Allianz Parque,Sao Paulo,SP,Sábado,2018-06-02,21:00:00,PALMEIRAS - SP,SAO PAULO - SP,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,90,Beira-Rio,Porto Alegre,RS,Sábado,2018-06-02,16:00:00,INTERNACIONAL - RS,SPORT - PE,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,83,Independência,Belo Horizonte,MG,Domingo,2018-06-03,16:00:00,AMERICA - MG,ATLETICO - PR,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,84,Arena Fonte Nova,Salvador,BA,Domingo,2018-06-03,16:00:00,BAHIA - BA,GREMIO - RS,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,86,Maracanã,Rio de Janeiro,RJ,Domingo,2018-06-03,16:00:00,FLAMENGO - RJ,CORINTHIANS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,87,Arena Castelão,Fortaleza,CE,Domingo,2018-06-03,19:00:00,CEARA - CE,CRUZEIRO - MG,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,88,Vila Belmiro,Santos,SP,Domingo,2018-06-03,16:00:00,SANTOS - SP,VITORIA - BA,5,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,82,Durival Britto,Curitiba,PR,Segunda,2018-06-04,20:00:00,PARANA - PR,FLUMINENSE - RJ,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,97,Morumbi,Sao Paulo,SP,Terça,2018-06-05,21:30:00,SAO PAULO - SP,INTERNACIONAL - RS,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,91,Mineirão,Belo Horizonte,MG,Quarta,2018-06-06,21:45:00,CRUZEIRO - MG,VASCO DA GAMA - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,94,Manoel Barradas,Salvador,BA,Quarta,2018-06-06,19:30:00,VITORIA - BA,CHAPECOENSE - SC,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,96,Nilton Santos,Rio de Janeiro,RJ,Quarta,2018-06-06,19:30:00,BOTAFOGO - RJ,CEARA - CE,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,98,Ilha do Retiro,Recife,PE,Quarta,2018-06-06,21:00:00,SPORT - PE,ATLETICO - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,99,Arena Corinthians,Sao Paulo,SP,Quarta,2018-06-06,21:00:00,CORINTHIANS - SP,SANTOS - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,100,Arena do Grêmio,Porto Alegre,RS,Quarta,2018-06-06,21:45:00,GREMIO - RS,PALMEIRAS - SP,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,92,Durival Britto,Curitiba,PR,Quinta,2018-06-07,20:00:00,PARANA - PR,BAHIA - BA,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,93,Independência,Belo Horizonte,MG,Quinta,2018-06-07,21:00:00,AMERICA - MG,ATLETICO - MG,1,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,95,Mané Garrincha,Brasilia,DF,Quinta,2018-06-07,20:00:00,FLUMINENSE - RJ,FLAMENGO - RJ,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,102,Arena da Baixada,Curitiba,PR,Sábado,2018-06-09,16:00:00,ATLETICO - PR,SAO PAULO - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,103,Arena Condá,Chapeco,SC,Sábado,2018-06-09,19:00:00,CHAPECOENSE - SC,CRUZEIRO - MG,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,105,São Januário,Rio de Janeiro,RJ,Sábado,2018-06-09,19:00:00,VASCO DA GAMA - RJ,SPORT - PE,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,109,Arena Corinthians,Sao Paulo,SP,Sábado,2018-06-09,21:00:00,CORINTHIANS - SP,VITORIA - BA,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,101,Independência,Belo Horizonte,MG,Domingo,2018-06-10,16:00:00,ATLETICO - MG,FLUMINENSE - RJ,5,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,104,Arena Fonte Nova,Salvador,BA,Domingo,2018-06-10,16:00:00,BAHIA - BA,BOTAFOGO - RJ,3,3,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,106,Maracanã,Rio de Janeiro,RJ,Domingo,2018-06-10,19:00:00,FLAMENGO - RJ,PARANA - PR,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,107,Arena Castelão,Fortaleza,CE,Domingo,2018-06-10,16:00:00,CEARA - CE,PALMEIRAS - SP,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,108,Vila Belmiro,Santos,SP,Domingo,2018-06-10,19:00:00,SANTOS - SP,INTERNACIONAL - RS,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,110,Arena do Grêmio,Porto Alegre,RS,Domingo,2018-06-10,16:00:00,GREMIO - RS,AMERICA - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,117,Morumbi,Sao Paulo,SP,Terça,2018-06-12,21:30:00,SAO PAULO - SP,VITORIA - BA,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,111,Independência,Belo Horizonte,MG,Quarta,2018-06-13,21:45:00,ATLETICO - MG,CEARA - CE,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,112,Durival Britto,Curitiba,PR,Quarta,2018-06-13,19:30:00,PARANA - PR,CRUZEIRO - MG,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,113,Independência,Belo Horizonte,MG,Quarta,2018-06-13,16:00:00,AMERICA - MG,CHAPECOENSE - SC,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,114,Arena Fonte Nova,Salvador,BA,Quarta,2018-06-13,21:45:00,BAHIA - BA,CORINTHIANS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,115,Maracanã,Rio de Janeiro,RJ,Quarta,2018-06-13,19:00:00,FLUMINENSE - RJ,SANTOS - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,116,Nilton Santos,Rio de Janeiro,RJ,Quarta,2018-06-13,21:00:00,BOTAFOGO - RJ,ATLETICO - PR,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,118,Ilha do Retiro,Recife,PE,Quarta,2018-06-13,19:30:00,SPORT - PE,GREMIO - RS,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,119,Allianz Parque,Sao Paulo,SP,Quarta,2018-06-13,21:00:00,PALMEIRAS - SP,FLAMENGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,120,Beira-Rio,Porto Alegre,RS,Quarta,2018-06-13,21:45:00,INTERNACIONAL - RS,VASCO DA GAMA - RJ,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,124,Manoel Barradas,Salvador,BA,Quarta,2018-07-18,21:00:00,VITORIA - BA,PARANA - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,126,Maracanã,Rio de Janeiro,RJ,Quarta,2018-07-18,21:45:00,FLAMENGO - RJ,SAO PAULO - SP,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,127,Presidente Vargas,Fortaleza,CE,Quarta,2018-07-18,19:30:00,CEARA - CE,SPORT - PE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,129,Arena Corinthians,Sao Paulo,SP,Quarta,2018-07-18,21:45:00,CORINTHIANS - SP,BOTAFOGO - RJ,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,130,Arena do Grêmio,Porto Alegre,RS,Quarta,2018-07-18,21:45:00,GREMIO - RS,ATLETICO - MG,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,121,Mineirão,Belo Horizonte,MG,Quinta,2018-07-19,19:30:00,CRUZEIRO - MG,AMERICA - MG,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,122,Arena da Baixada,Curitiba,PR,Quinta,2018-07-19,21:00:00,ATLETICO - PR,INTERNACIONAL - RS,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,123,Arena Condá,Chapeco,SC,Quinta,2018-07-19,19:30:00,CHAPECOENSE - SC,BAHIA - BA,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,125,São Januário,Rio de Janeiro,RJ,Quinta,2018-07-19,20:00:00,VASCO DA GAMA - RJ,FLUMINENSE - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,128,Pacaembu,Sao Paulo,SP,Quinta,2018-07-19,20:00:00,SANTOS - SP,PALMEIRAS - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,136,Maracanã,Rio de Janeiro,RJ,Sábado,2018-07-21,19:00:00,FLAMENGO - RJ,BOTAFOGO - RJ,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,137,Morumbi,Sao Paulo,SP,Sábado,2018-07-21,21:00:00,SAO PAULO - SP,CORINTHIANS - SP,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,131,Mineirão,Belo Horizonte,MG,Domingo,2018-07-22,19:00:00,CRUZEIRO - MG,ATLETICO - PR,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,132,Durival Britto,Curitiba,PR,Domingo,2018-07-22,16:00:00,PARANA - PR,AMERICA - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,133,Arena Condá,Chapeco,SC,Domingo,2018-07-22,19:00:00,CHAPECOENSE - SC,SANTOS - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,134,Arena Fonte Nova,Salvador,BA,Domingo,2018-07-22,16:00:00,BAHIA - BA,VITORIA - BA,4,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,135,São Januário,Rio de Janeiro,RJ,Domingo,2018-07-22,16:00:00,VASCO DA GAMA - RJ,GREMIO - RS,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,138,Ilha do Retiro,Recife,PE,Domingo,2018-07-22,16:00:00,SPORT - PE,FLUMINENSE - RJ,1,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,139,Allianz Parque,Sao Paulo,SP,Domingo,2018-07-22,16:00:00,PALMEIRAS - SP,ATLETICO - MG,3,2,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,140,Beira-Rio,Porto Alegre,RS,Segunda,2018-07-23,20:00:00,INTERNACIONAL - RS,CEARA - CE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,141,Independência,Belo Horizonte,MG,Quarta,2018-07-25,21:00:00,ATLETICO - MG,PARANA - PR,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,145,Maracanã,Rio de Janeiro,RJ,Quarta,2018-07-25,19:30:00,FLUMINENSE - RJ,PALMEIRAS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,148,Vila Belmiro,Santos,SP,Quarta,2018-07-25,21:45:00,SANTOS - SP,FLAMENGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,149,Arena Corinthians,Sao Paulo,SP,Quarta,2018-07-25,21:45:00,CORINTHIANS - SP,CRUZEIRO - MG,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,143,Independência,Belo Horizonte,MG,Quinta,2018-07-26,20:00:00,AMERICA - MG,INTERNACIONAL - RS,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,144,Manoel Barradas,Salvador,BA,Quinta,2018-07-26,19:30:00,VITORIA - BA,SPORT - PE,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,146,Nilton Santos,Rio de Janeiro,RJ,Quinta,2018-07-26,19:30:00,BOTAFOGO - RJ,CHAPECOENSE - SC,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,150,Arena do Grêmio,Porto Alegre,RS,Quinta,2018-07-26,19:30:00,GREMIO - RS,SAO PAULO - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,157,Presidente Vargas,Fortaleza,CE,Sábado,2018-07-28,16:00:00,CEARA - CE,FLUMINENSE - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,151,Mineirão,Belo Horizonte,MG,Domingo,2018-07-29,16:00:00,CRUZEIRO - MG,SAO PAULO - SP,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,152,Arena da Baixada,Curitiba,PR,Domingo,2018-07-29,16:00:00,ATLETICO - PR,VITORIA - BA,4,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,153,Arena Condá,Chapeco,SC,Domingo,2018-07-29,19:00:00,CHAPECOENSE - SC,GREMIO - RS,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,155,Mané Garrincha,Brasilia,DF,Domingo,2018-07-29,11:00:00,VASCO DA GAMA - RJ,CORINTHIANS - SP,1,4,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,156,Maracanã,Rio de Janeiro,RJ,Domingo,2018-07-29,16:00:00,FLAMENGO - RJ,SPORT - PE,4,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,158,Vila Belmiro,Santos,SP,Domingo,2018-07-29,19:00:00,SANTOS - SP,AMERICA - MG,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,159,Allianz Parque,Sao Paulo,SP,Domingo,2018-07-29,11:00:00,PALMEIRAS - SP,PARANA - PR,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,160,Beira-Rio,Porto Alegre,RS,Domingo,2018-07-29,16:00:00,INTERNACIONAL - RS,BOTAFOGO - RJ,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,154,Arena Fonte Nova,Salvador,BA,Segunda,2018-07-30,20:00:00,BAHIA - BA,ATLETICO - MG,2,2,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,166,Nilton Santos,Rio de Janeiro,RJ,Sábado,2018-08-04,16:00:00,BOTAFOGO - RJ,SANTOS - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,169,Arena Corinthians,Sao Paulo,SP,Sábado,2018-08-04,21:00:00,CORINTHIANS - SP,ATLETICO - PR,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,170,Arena do Grêmio,Porto Alegre,RS,Sábado,2018-08-04,19:00:00,GREMIO - RS,FLAMENGO - RJ,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,162,Durival Britto,Curitiba,PR,Domingo,2018-08-05,16:00:00,PARANA - PR,CEARA - CE,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,163,Independência,Belo Horizonte,MG,Domingo,2018-08-05,16:00:00,AMERICA - MG,PALMEIRAS - SP,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,164,Manoel Barradas,Salvador,BA,Domingo,2018-08-05,16:00:00,VITORIA - BA,CRUZEIRO - MG,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,165,Maracanã,Rio de Janeiro,RJ,Domingo,2018-08-05,19:00:00,FLUMINENSE - RJ,BAHIA - BA,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,167,Morumbi,Sao Paulo,SP,Domingo,2018-08-05,16:00:00,SAO PAULO - SP,VASCO DA GAMA - RJ,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,168,Ilha do Retiro,Recife,PE,Domingo,2018-08-05,19:00:00,SPORT - PE,CHAPECOENSE - SC,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,161,Independência,Belo Horizonte,MG,Segunda,2018-08-06,20:00:00,ATLETICO - MG,INTERNACIONAL - RS,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,197,Presidente Vargas,Fortaleza,CE,Quarta,2018-08-08,19:30:00,CEARA - CE,SANTOS - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,174,Arena Fonte Nova,Salvador,BA,Sábado,2018-08-11,19:00:00,BAHIA - BA,AMERICA - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,177,Presidente Vargas,Fortaleza,CE,Sábado,2018-08-11,16:00:00,CEARA - CE,ATLETICO - PR,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,171,Independência,Belo Horizonte,MG,Domingo,2018-08-12,11:00:00,ATLETICO - MG,SANTOS - SP,3,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,172,Durival Britto,Curitiba,PR,Domingo,2018-08-12,11:00:00,PARANA - PR,BOTAFOGO - RJ,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,173,Arena Condá,Chapeco,SC,Domingo,2018-08-12,16:00:00,CHAPECOENSE - SC,CORINTHIANS - SP,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,176,Maracanã,Rio de Janeiro,RJ,Domingo,2018-08-12,16:00:00,FLAMENGO - RJ,CRUZEIRO - MG,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,178,Ilha do Retiro,Recife,PE,Domingo,2018-08-12,16:00:00,SPORT - PE,SAO PAULO - SP,1,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,179,Allianz Parque,Sao Paulo,SP,Domingo,2018-08-12,19:00:00,PALMEIRAS - SP,VASCO DA GAMA - RJ,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,180,Arena do Grêmio,Porto Alegre,RS,Domingo,2018-08-12,19:00:00,GREMIO - RS,VITORIA - BA,4,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,175,Maracanã,Rio de Janeiro,RJ,Segunda,2018-08-13,20:00:00,FLUMINENSE - RJ,INTERNACIONAL - RS,0,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,188,Vila Belmiro,Santos,SP,Sábado,2018-08-18,16:00:00,SANTOS - SP,SPORT - PE,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,189,Arena Corinthians,Sao Paulo,SP,Sábado,2018-08-18,19:00:00,CORINTHIANS - SP,GREMIO - RS,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,181,Mineirão,Belo Horizonte,MG,Domingo,2018-08-19,16:00:00,CRUZEIRO - MG,BAHIA - BA,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,182,Arena da Baixada,Curitiba,PR,Domingo,2018-08-19,11:00:00,ATLETICO - PR,FLAMENGO - RJ,3,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,183,Independência,Belo Horizonte,MG,Domingo,2018-08-19,19:00:00,AMERICA - MG,FLUMINENSE - RJ,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,184,Manoel Barradas,Salvador,BA,Domingo,2018-08-19,16:00:00,VITORIA - BA,PALMEIRAS - SP,0,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,186,Nilton Santos,Rio de Janeiro,RJ,Domingo,2018-08-19,16:00:00,BOTAFOGO - RJ,ATLETICO - MG,0,3,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,187,Morumbi,Sao Paulo,SP,Domingo,2018-08-19,19:00:00,SAO PAULO - SP,CHAPECOENSE - SC,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,190,Beira-Rio,Porto Alegre,RS,Domingo,2018-08-19,11:00:00,INTERNACIONAL - RS,PARANA - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,185,São Januário,Rio de Janeiro,RJ,Segunda,2018-08-20,20:00:00,VASCO DA GAMA - RJ,CEARA - CE,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,192,Durival Britto,Curitiba,PR,Quarta,2018-08-22,19:30:00,PARANA - PR,SAO PAULO - SP,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,194,Arena Fonte Nova,Salvador,BA,Quarta,2018-08-22,19:30:00,BAHIA - BA,INTERNACIONAL - RS,0,1,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,195,Maracanã,Rio de Janeiro,RJ,Quarta,2018-08-22,21:45:00,FLUMINENSE - RJ,CORINTHIANS - SP,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,198,Ilha do Retiro,Recife,PE,Quarta,2018-08-22,21:00:00,SPORT - PE,AMERICA - MG,0,2,visitante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,199,Allianz Parque,Sao Paulo,SP,Quarta,2018-08-22,21:00:00,PALMEIRAS - SP,BOTAFOGO - RJ,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,200,Arena do Grêmio,Porto Alegre,RS,Quarta,2018-08-22,21:45:00,GREMIO - RS,CRUZEIRO - MG,1,1,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,191,Independência,Belo Horizonte,MG,Quinta,2018-08-23,20:00:00,ATLETICO - MG,VASCO DA GAMA - RJ,0,0,empate,False,0,0,sem disputa de pênaltis
Brasileirao,2018,196,Maracanã,Rio de Janeiro,RJ,Quinta,2018-08-23,19:30:00,FLAMENGO - RJ,VITORIA - BA,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,201,Vila Belmiro,Santos,SP,Sábado,2018-08-25,16:00:00,SANTOS - SP,BAHIA - BA,2,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,202,Arena Corinthians,Sao Paulo,SP,Sábado,2018-08-25,19:00:00,CORINTHIANS - SP,PARANA - PR,1,0,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,203,Arena da Baixada,Curitiba,PR,Sábado,2018-08-25,19:00:00,ATLETICO - PR,GREMIO - RS,2,1,mandante,False,0,0,sem disputa de pênaltis
Brasileirao,2018,204,Mineirão,Belo Horizonte,MG,Sábado,2018-08-25,21:00:00,CRUZEIRO - MG,FLUMINENSE - RJ,2,1,mandante,False,0,0,sem disputa de pênaltis
