competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Brasileirao,2017,203,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Emerson Sheik,13' (1ºT),13.0
Brasileirao,2017,203,Moisés Lucarelli,visitante,BOTAFOGO - RJ,pro,Brenner,20' (1ºT),20.0
Brasileirao,2017,203,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Emerson Sheik,43' (2ºT),88.0
Brasileirao,2017,204,Mineirão,mandante,CRUZEIRO - MG,pro,Sassa,34' (1ºT),34.0
Brasileirao,2017,204,Mineirão,mandante,CRUZEIRO - MG,pro,Raniel,36' (2ºT),81.0
Brasileirao,2017,205,Arena Fonte Nova,mandante,BAHIA - BA,pro,Tiago,23' (1ºT),23.0
Brasileirao,2017,205,Arena Fonte Nova,mandante,BAHIA - BA,pro,Mendoza,45+3' (1ºT),45.5
Brasileirao,2017,205,Arena Fonte Nova,mandante,BAHIA - BA,pro,Mendoza,1' (2ºT),46.0
Brasileirao,2017,206,Ressacada,mandante,AVAI - SC,pro,Junior Dutra,24' (2ºT),69.0
Brasileirao,2017,206,Ressacada,visitante,SAO PAULO - SP,pro,Hernanes,34' (2ºT),79.0
Brasileirao,2017,208,Allianz Parque,visitante,CHAPECOENSE - SC,pro,Fabricio Bruno,39' (1ºT),39.0
Brasileirao,2017,208,Allianz Parque,visitante,CHAPECOENSE - SC,pro,Tulio de Melo,45+4' (2ºT),90.5
Brasileirao,2017,210,Maracanã,mandante,FLUMINENSE - RJ,pro,Henrique Dourado,37' (1ºT),37.0
Brasileirao,2017,210,Maracanã,visitante,ATLETICO - MG,pro,Valdivia,11' (2ºT),56.0
Brasileirao,2017,210,Maracanã,mandante,FLUMINENSE - RJ,pro,Henrique Dourado,42' (2ºT),87.0
Brasileirao,2017,211,Maracanã,visitante,VASCO DA GAMA - RJ,pro,Ramon,31' (1ºT),31.0
Brasileirao,2017,212,Arena Corinthians,visitante,ATLETICO - GO,pro,Gilvan,1' (2ºT),46.0
Brasileirao,2017,213,Arena do Grêmio,mandante,GREMIO - RS,pro,Edilson,20' (1ºT),20.0
Brasileirao,2017,213,Arena do Grêmio,mandante,GREMIO - RS,pro,Everton,34' (1ºT),34.0
Brasileirao,2017,213,Arena do Grêmio,mandante,GREMIO - RS,pro,Fernandinho,22' (2ºT),67.0
Brasileirao,2017,213,Arena do Grêmio,mandante,GREMIO - RS,pro,Fernandinho,24' (2ºT),69.0
Brasileirao,2017,213,Arena do Grêmio,mandante,GREMIO - RS,pro,Dionatha,38' (2ºT),83.0
Brasileirao,2017,214,Ressacada,mandante,AVAI - SC,pro,Joel,31' (1ºT),31.0
Brasileirao,2017,215,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Diego,17' (1ºT),17.0
Brasileirao,2017,215,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Willian Arão,31' (1ºT),31.0
Brasileirao,2017,216,Allianz Parque,visitante,SAO PAULO - SP,pro,Marcos Guilherme,12' (1ºT),12.0
Brasileirao,2017,216,Allianz Parque,mandante,PALMEIRAS - SP,pro,Willian,35' (1ºT),35.0
Brasileirao,2017,216,Allianz Parque,mandante,PALMEIRAS - SP,pro,Willian,39' (1ºT),39.0
Brasileirao,2017,216,Allianz Parque,visitante,SAO PAULO - SP,pro,Hernanes,45+6' (1ºT),45.5
Brasileirao,2017,216,Allianz Parque,mandante,PALMEIRAS - SP,pro,Keno,33' (2ºT),78.0
Brasileirao,2017,216,Allianz Parque,mandante,PALMEIRAS - SP,pro,Hyoran,45+1' (2ºT),90.5
Brasileirao,2017,217,Arena Fonte Nova,visitante,BOTAFOGO - RJ,pro,Roger,12' (1ºT),12.0
Brasileirao,2017,217,Arena Fonte Nova,mandante,BAHIA - BA,pro,Rene Junior,16' (1ºT),16.0
Brasileirao,2017,217,Arena Fonte Nova,visitante,BOTAFOGO - RJ,pro,Bruno Silva,45+1' (2ºT),90.5
Brasileirao,2017,218,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Leo Gamalho,44' (1ºT),44.0
Brasileirao,2017,218,Moisés Lucarelli,visitante,ATLETICO - MG,pro,Elias,15' (2ºT),60.0
Brasileirao,2017,218,Moisés Lucarelli,visitante,ATLETICO - MG,pro,Otero,43' (2ºT),88.0
Brasileirao,2017,219,Mineirão,visitante,SANTOS - SP,pro,Bruno Henrique,21' (1ºT),21.0
Brasileirao,2017,219,Mineirão,mandante,CRUZEIRO - MG,pro,Rafinha,10' (2ºT),55.0
Brasileirao,2017,220,Couto Pereira,visitante,VITORIA - BA,pro,Kanu,23' (2ºT),68.0
Brasileirao,2017,221,Independência,visitante,PALMEIRAS - SP,pro,Deyverson,33' (1ºT),33.0
Brasileirao,2017,221,Independência,mandante,ATLETICO - MG,pro,Fabio Santos,43' (1ºT),43.0
Brasileirao,2017,222,Morumbi,mandante,SAO PAULO - SP,pro,Hernanes,34' (1ºT),34.0
Brasileirao,2017,222,Morumbi,mandante,SAO PAULO - SP,pro,Bruno Alves,12' (2ºT),57.0
Brasileirao,2017,222,Morumbi,visitante,PONTE PRETA - SP,pro,Danilo Barcelos,19' (2ºT),64.0
Brasileirao,2017,222,Morumbi,visitante,PONTE PRETA - SP,pro,Leo Gamalho,30' (2ºT),75.0
Brasileirao,2017,223,Arena da Baixada,visitante,CORITIBA - PR,pro,Werley,44' (1ºT),44.0
Brasileirao,2017,223,Arena da Baixada,mandante,ATLETICO - PR,pro,Gedoz,41' (2ºT),86.0
Brasileirao,2017,224,São Januário,mandante,VASCO DA GAMA - RJ,pro,Mateus,42' (1ºT),42.0
Brasileirao,2017,225,Vila Belmiro,mandante,SANTOS - SP,pro,Lucas Lima,12' (2ºT),57.0
Brasileirao,2017,225,Vila Belmiro,mandante,SANTOS - SP,pro,Ricardo Oliveira,45+2' (2ºT),90.5
Brasileirao,2017,226,Ilha do Retiro,visitante,AVAI - SC,pro,Junior Dutra,26' (1ºT),26.0
Brasileirao,2017,227,Manoel Barradas,mandante,VITORIA - BA,pro,Neilton,45' (1ºT),45.0
Brasileirao,2017,227,Manoel Barradas,visitante,FLUMINENSE - RJ,pro,Wendel,2' (2ºT),47.0
Brasileirao,2017,227,Manoel Barradas,visitante,FLUMINENSE - RJ,pro,Henrique Dourado,44' (2ºT),89.0
Brasileirao,2017,227,Manoel Barradas,mandante,VITORIA - BA,pro,Kanu,45+3' (2ºT),90.5
Brasileirao,2017,228,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Roger,10' (2ºT),55.0
Brasileirao,2017,228,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Roger,23' (2ºT),68.0
Brasileirao,2017,229,Arena Condá,visitante,CRUZEIRO - MG,pro,Rafinha,45' (1ºT),45.0
Brasileirao,2017,229,Arena Condá,visitante,CRUZEIRO - MG,pro,Raniel,18' (2ºT),63.0
Brasileirao,2017,229,Arena Condá,mandante,CHAPECOENSE - SC,pro,Tulio de Melo,38' (2ºT),83.0
Brasileirao,2017,230,Olímpico Pedro Ludovico,mandante,ATLETICO - GO,pro,Luiz Fernando,32' (1ºT),32.0
Brasileirao,2017,230,Olímpico Pedro Ludovico,visitante,BAHIA - BA,pro,Ze Rafael,9' (2ºT),54.0
Brasileirao,2017,231,Moisés Lucarelli,visitante,ATLETICO - GO,pro,Luiz Fernando,41' (1ºT),41.0
Brasileirao,2017,231,Moisés Lucarelli,mandante,PONTE PRETA - SP,contra,Willian,1' (2ºT),46.0
Brasileirao,2017,231,Moisés Lucarelli,visitante,ATLETICO - GO,pro,Walter,23' (2ºT),68.0
Brasileirao,2017,231,Moisés Lucarelli,visitante,ATLETICO - GO,pro,Ronaldo,45+2' (2ºT),90.5
Brasileirao,2017,232,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Rodrigo,41' (1ºT),41.0
Brasileirao,2017,232,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Guilherme Augusto,44' (1ºT),44.0
Brasileirao,2017,233,Pacaembu,mandante,PALMEIRAS - SP,pro,Jean,39' (1ºT),39.0
Brasileirao,2017,234,Arena do Grêmio,visitante,CHAPECOENSE - SC,pro,Arthur Caike,1' (2ºT),46.0
Brasileirao,2017,235,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Guerrero,9' (1ºT),9.0
Brasileirao,2017,235,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Éverton Ribeiro,45+3' (2ºT),90.5
Brasileirao,2017,236,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Jo,28' (2ºT),73.0
Brasileirao,2017,237,Manoel Barradas,visitante,SAO PAULO - SP,pro,Éder Militão,7' (2ºT),52.0
Brasileirao,2017,237,Manoel Barradas,visitante,SAO PAULO - SP,pro,Cueva,36' (2ºT),81.0
Brasileirao,2017,237,Manoel Barradas,mandante,VITORIA - BA,pro,Santiago,44' (2ºT),89.0
Brasileirao,2017,238,Ressacada,mandante,AVAI - SC,pro,Simião,45' (1ºT),45.0
Brasileirao,2017,238,Ressacada,visitante,ATLETICO - MG,pro,Otero,37' (2ºT),82.0
Brasileirao,2017,239,Arena da Baixada,visitante,FLUMINENSE - RJ,pro,Henrique Dourado,45+1' (1ºT),45.5
Brasileirao,2017,239,Arena da Baixada,mandante,ATLETICO - PR,pro,Gedoz,11' (2ºT),56.0
Brasileirao,2017,239,Arena da Baixada,mandante,ATLETICO - PR,pro,Lucas Ribamar,34' (2ºT),79.0
Brasileirao,2017,239,Arena da Baixada,mandante,ATLETICO - PR,pro,Jonathan,45' (2ºT),90.0
Brasileirao,2017,240,Mineirão,mandante,CRUZEIRO - MG,pro,Leo,17' (2ºT),62.0
Brasileirao,2017,241,Luso Brasileiro,visitante,AVAI - SC,pro,Pedro Castro,17' (1ºT),17.0
Brasileirao,2017,241,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Rodinei,35' (2ºT),80.0
Brasileirao,2017,242,Vila Belmiro,mandante,SANTOS - SP,pro,Bruno Henrique,35' (1ºT),35.0
Brasileirao,2017,243,Morumbi,mandante,SAO PAULO - SP,pro,Petros,27' (1ºT),27.0
Brasileirao,2017,243,Morumbi,visitante,CORINTHIANS - SP,pro,Clayson,33' (2ºT),78.0
Brasileirao,2017,244,Maracanã,visitante,PALMEIRAS - SP,pro,Egidio,42' (1ºT),42.0
Brasileirao,2017,245,Couto Pereira,mandante,CORITIBA - PR,pro,Werley,36' (1ºT),36.0
Brasileirao,2017,245,Couto Pereira,visitante,BOTAFOGO - RJ,pro,Roger,11' (2ºT),56.0
Brasileirao,2017,245,Couto Pereira,visitante,BOTAFOGO - RJ,pro,Guilherme Augusto,19' (2ºT),64.0
Brasileirao,2017,245,Couto Pereira,mandante,CORITIBA - PR,pro,Carleto,37' (2ºT),82.0
Brasileirao,2017,245,Couto Pereira,visitante,BOTAFOGO - RJ,pro,Joao Paulo,39' (2ºT),84.0
Brasileirao,2017,246,Olímpico Pedro Ludovico,visitante,CRUZEIRO - MG,pro,De Arrascaeta,4' (1ºT),4.0
Brasileirao,2017,246,Olímpico Pedro Ludovico,visitante,CRUZEIRO - MG,pro,Rafael Sobis,22' (1ºT),22.0
Brasileirao,2017,246,Olímpico Pedro Ludovico,mandante,ATLETICO - GO,pro,Luiz Fernando,2' (2ºT),47.0
Brasileirao,2017,247,Arena Condá,mandante,CHAPECOENSE - SC,pro,Lucas Marques,42' (1ºT),42.0
Brasileirao,2017,248,Independência,visitante,VITORIA - BA,pro,Neilton,2' (1ºT),2.0
Brasileirao,2017,248,Independência,mandante,ATLETICO - MG,pro,Cazares,17' (1ºT),17.0
Brasileirao,2017,248,Independência,visitante,VITORIA - BA,pro,Yago Felipe,24' (2ºT),69.0
Brasileirao,2017,248,Independência,visitante,VITORIA - BA,pro,Santiago,45+2' (2ºT),90.5
Brasileirao,2017,249,Arena Fonte Nova,mandante,BAHIA - BA,pro,Rodrigao,45+3' (2ºT),90.5
Brasileirao,2017,250,Ilha do Retiro,visitante,VASCO DA GAMA - RJ,pro,Nene,38' (1ºT),38.0
Brasileirao,2017,250,Ilha do Retiro,mandante,SPORT - PE,pro,Andre Felipe,39' (2ºT),84.0
Brasileirao,2017,251,São Januário,mandante,VASCO DA GAMA - RJ,pro,Andy,24' (1ºT),24.0
Brasileirao,2017,251,São Januário,visitante,CHAPECOENSE - SC,pro,Reinaldo,19' (2ºT),64.0
Brasileirao,2017,252,Arena Fonte Nova,mandante,BAHIA - BA,pro,Ze Rafael,45' (1ºT),45.0
Brasileirao,2017,252,Arena Fonte Nova,visitante,CORITIBA - PR,pro,Rildo,18' (2ºT),63.0
Brasileirao,2017,253,Allianz Parque,visitante,SANTOS - SP,pro,Ricardo Oliveira,30' (2ºT),75.0
Brasileirao,2017,254,Nilton Santos,visitante,VITORIA - BA,pro,David,14' (1ºT),14.0
Brasileirao,2017,254,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Brenner,25' (1ºT),25.0
Brasileirao,2017,254,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Brenner,15' (2ºT),60.0
Brasileirao,2017,254,Nilton Santos,visitante,VITORIA - BA,pro,Andre Lima,44' (2ºT),89.0
Brasileirao,2017,254,Nilton Santos,visitante,VITORIA - BA,pro,Danilinho,45+4' (2ºT),90.5
Brasileirao,2017,255,Morumbi,mandante,SAO PAULO - SP,pro,Marcos Guilherme,36' (1ºT),36.0
Brasileirao,2017,256,Mineirão,mandante,CRUZEIRO - MG,pro,Rafinha,20' (1ºT),20.0
Brasileirao,2017,256,Mineirão,visitante,CORINTHIANS - SP,pro,Clayson,39' (2ºT),84.0
Brasileirao,2017,257,Ressacada,visitante,ATLETICO - GO,pro,Luiz Fernando,13' (2ºT),58.0
Brasileirao,2017,257,Ressacada,visitante,ATLETICO - GO,pro,Walter,19' (2ºT),64.0
Brasileirao,2017,258,Arena do Grêmio,mandante,GREMIO - RS,pro,Beto da Silva,41' (2ºT),86.0
Brasileirao,2017,259,Arena da Baixada,visitante,ATLETICO - MG,pro,Robinho,21' (1ºT),21.0
Brasileirao,2017,259,Arena da Baixada,visitante,ATLETICO - MG,pro,Robinho,37' (2ºT),82.0
Brasileirao,2017,260,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Jean,8' (2ºT),53.0
Brasileirao,2017,261,Mineirão,visitante,PONTE PRETA - SP,pro,Danilo Barcelos,12' (1ºT),12.0
Brasileirao,2017,261,Mineirão,mandante,CRUZEIRO - MG,pro,Thiago Neves,28' (2ºT),73.0
Brasileirao,2017,261,Mineirão,mandante,CRUZEIRO - MG,pro,Manoel,30' (2ºT),75.0
Brasileirao,2017,262,Nilton Santos,visitante,CHAPECOENSE - SC,pro,Apodi,14' (2ºT),59.0
Brasileirao,2017,262,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Brenner,21' (2ºT),66.0
Brasileirao,2017,262,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Vinicius,45+4' (2ºT),90.5
Brasileirao,2017,263,Arena da Baixada,visitante,ATLETICO - GO,pro,Luiz Fernando,25' (1ºT),25.0
Brasileirao,2017,263,Arena da Baixada,mandante,ATLETICO - PR,pro,Guilherme,32' (1ºT),32.0
Brasileirao,2017,263,Arena da Baixada,mandante,ATLETICO - PR,pro,Lucho Gonzalez,41' (1ºT),41.0
Brasileirao,2017,263,Arena da Baixada,visitante,ATLETICO - GO,pro,Walter,37' (2ºT),82.0
Brasileirao,2017,264,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Jo,9' (1ºT),9.0
Brasileirao,2017,264,Arena Corinthians,visitante,CORITIBA - PR,pro,H. Almeida,39' (1ºT),39.0
Brasileirao,2017,264,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Clayson,34' (2ºT),79.0
Brasileirao,2017,264,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Clayson,43' (2ºT),88.0
Brasileirao,2017,265,Independência,mandante,ATLETICO - MG,pro,Fabio Santos,6' (2ºT),51.0
Brasileirao,2017,266,Arena do Grêmio,visitante,CRUZEIRO - MG,pro,Rafael Sobis,23' (2ºT),68.0
Brasileirao,2017,267,Ressacada,visitante,VASCO DA GAMA - RJ,pro,Wagner,2' (1ºT),2.0
Brasileirao,2017,267,Ressacada,visitante,VASCO DA GAMA - RJ,pro,Andy,23' (1ºT),23.0
Brasileirao,2017,267,Ressacada,mandante,AVAI - SC,pro,Betão,17' (2ºT),62.0
Brasileirao,2017,268,Maracanã,visitante,FLUMINENSE - RJ,contra,Para,8' (2ºT),53.0
Brasileirao,2017,268,Maracanã,mandante,FLAMENGO - RJ,pro,Rever,23' (2ºT),68.0
Brasileirao,2017,269,Manoel Barradas,visitante,SPORT - PE,pro,Diego Souza,45' (1ºT),45.0
Brasileirao,2017,269,Manoel Barradas,visitante,SPORT - PE,pro,R. Lenis,19' (2ºT),64.0
Brasileirao,2017,269,Manoel Barradas,mandante,VITORIA - BA,pro,Santiago,36' (2ºT),81.0
Brasileirao,2017,270,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Naldo,4' (1ºT),4.0
Brasileirao,2017,270,Moisés Lucarelli,visitante,SANTOS - SP,pro,Ricardo Oliveira,45+1' (1ºT),45.5
Brasileirao,2017,271,Pacaembu,mandante,PALMEIRAS - SP,pro,Willian,2' (1ºT),2.0
Brasileirao,2017,271,Pacaembu,mandante,PALMEIRAS - SP,pro,Bruno,38' (1ºT),38.0
Brasileirao,2017,271,Pacaembu,visitante,BAHIA - BA,pro,Edigar Junio,45+2' (1ºT),45.5
Brasileirao,2017,271,Pacaembu,visitante,BAHIA - BA,pro,Edigar Junio,43' (2ºT),88.0
Brasileirao,2017,272,Maracanã,mandante,VASCO DA GAMA - RJ,pro,Nene,23' (2ºT),68.0
Brasileirao,2017,273,Pacaembu,visitante,ATLETICO - PR,pro,Douglas,4' (2ºT),49.0
Brasileirao,2017,273,Pacaembu,mandante,SAO PAULO - SP,pro,Lucas Pratto,15' (2ºT),60.0
Brasileirao,2017,273,Pacaembu,mandante,SAO PAULO - SP,pro,Maicosuel,39' (2ºT),84.0
Brasileirao,2017,274,Maracanã,mandante,FLUMINENSE - RJ,pro,Henrique Dourado,13' (1ºT),13.0
Brasileirao,2017,275,Ilha do Retiro,mandante,SPORT - PE,pro,Patrick,9' (1ºT),9.0
Brasileirao,2017,275,Ilha do Retiro,visitante,ATLETICO - MG,pro,Fred,37' (1ºT),37.0
Brasileirao,2017,276,Olímpico Pedro Ludovico,visitante,PALMEIRAS - SP,pro,Willian,20' (1ºT),20.0
Brasileirao,2017,276,Olímpico Pedro Ludovico,visitante,PALMEIRAS - SP,pro,Moises,43' (1ºT),43.0
Brasileirao,2017,276,Olímpico Pedro Ludovico,visitante,PALMEIRAS - SP,pro,Dudu,14' (2ºT),59.0
Brasileirao,2017,276,Olímpico Pedro Ludovico,mandante,ATLETICO - GO,pro,Walter,30' (2ºT),75.0
Brasileirao,2017,277,Arena Condá,visitante,FLAMENGO - RJ,pro,Diego,35' (2ºT),80.0
Brasileirao,2017,278,Couto Pereira,visitante,GREMIO - RS,pro,Ramiro,45+1' (2ºT),90.5
Brasileirao,2017,279,Arena Fonte Nova,mandante,BAHIA - BA,pro,Vinicius,26' (2ºT),71.0
Brasileirao,2017,279,Arena Fonte Nova,mandante,BAHIA - BA,pro,Regis,45+3' (2ºT),90.5
Brasileirao,2017,280,Pacaembu,visitante,VITORIA - BA,pro,David,23' (1ºT),23.0
Brasileirao,2017,280,Pacaembu,mandante,SANTOS - SP,pro,Sousa,35' (1ºT),35.0
Brasileirao,2017,280,Pacaembu,visitante,VITORIA - BA,pro,Wallace Reis,20' (2ºT),65.0
Brasileirao,2017,280,Pacaembu,mandante,SANTOS - SP,contra,Ramon Menezes,23' (2ºT),68.0
Brasileirao,2017,281,Serra Dourada,visitante,VASCO DA GAMA - RJ,contra,Jonathan,30' (1ºT),30.0
Brasileirao,2017,282,Couto Pereira,mandante,CORITIBA - PR,contra,Diogo,33' (1ºT),33.0
Brasileirao,2017,283,Independência,mandante,ATLETICO - MG,pro,Valdivia,8' (1ºT),8.0
Brasileirao,2017,283,Independência,visitante,CHAPECOENSE - SC,pro,Wellington Paulista,30' (1ºT),30.0
Brasileirao,2017,283,Independência,visitante,CHAPECOENSE - SC,pro,Hector,42' (1ºT),42.0
Brasileirao,2017,283,Independência,mandante,ATLETICO - MG,pro,Fred,22' (2ºT),67.0
Brasileirao,2017,283,Independência,visitante,CHAPECOENSE - SC,pro,Luiz Antonio,34' (2ºT),79.0
Brasileirao,2017,285,Maracanã,mandante,FLUMINENSE - RJ,pro,Henrique Dourado,22' (1ºT),22.0
Brasileirao,2017,285,Maracanã,mandante,FLUMINENSE - RJ,pro,Sornoza,24' (1ºT),24.0
Brasileirao,2017,285,Maracanã,mandante,FLUMINENSE - RJ,pro,Robinho,39' (2ºT),84.0
Brasileirao,2017,285,Maracanã,visitante,SAO PAULO - SP,pro,Shaylon,43' (2ºT),88.0
Brasileirao,2017,286,Ressacada,mandante,AVAI - SC,pro,Marquinhos,20' (2ºT),65.0
Brasileirao,2017,286,Ressacada,visitante,BOTAFOGO - RJ,pro,Marcos Vinicius,45+5' (2ºT),90.5
Brasileirao,2017,287,Pacaembu,mandante,PALMEIRAS - SP,pro,Keno,27' (1ºT),27.0
Brasileirao,2017,287,Pacaembu,mandante,PALMEIRAS - SP,pro,Borja,27' (2ºT),72.0
Brasileirao,2017,288,Manoel Barradas,visitante,ATLETICO - PR,pro,Lucas Ribamar,3' (1ºT),3.0
Brasileirao,2017,288,Manoel Barradas,mandante,VITORIA - BA,pro,Neilton,23' (1ºT),23.0
Brasileirao,2017,288,Manoel Barradas,mandante,VITORIA - BA,pro,Santiago,4' (2ºT),49.0
Brasileirao,2017,288,Manoel Barradas,visitante,ATLETICO - PR,pro,Douglas,20' (2ºT),65.0
Brasileirao,2017,288,Manoel Barradas,visitante,ATLETICO - PR,pro,Lucas Ribamar,33' (2ºT),78.0
Brasileirao,2017,289,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Rever,5' (2ºT),50.0
Brasileirao,2017,289,Luso Brasileiro,visitante,BAHIA - BA,pro,Mendoza,23' (2ºT),68.0
Brasileirao,2017,289,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Rever,31' (2ºT),76.0
Brasileirao,2017,289,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Diego,39' (2ºT),84.0
Brasileirao,2017,289,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Diego,41' (2ºT),86.0
Brasileirao,2017,290,Ilha do Retiro,visitante,SANTOS - SP,pro,Ricardo Oliveira,3' (1ºT),3.0
Brasileirao,2017,290,Ilha do Retiro,mandante,SPORT - PE,pro,Rogerio,38' (2ºT),83.0
Brasileirao,2017,291,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Brenner,7' (2ºT),52.0
Brasileirao,2017,291,Nilton Santos,visitante,CORINTHIANS - SP,pro,Jo,14' (2ºT),59.0
Brasileirao,2017,291,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Igor,30' (2ºT),75.0
Brasileirao,2017,292,Pacaembu,mandante,SAO PAULO - SP,pro,Lucas Pratto,13' (1ºT),13.0
Brasileirao,2017,292,Pacaembu,mandante,SAO PAULO - SP,pro,Hernanes,39' (1ºT),39.0
Brasileirao,2017,293,Mineirão,mandante,CRUZEIRO - MG,pro,Thiago Neves,30' (1ºT),30.0
Brasileirao,2017,293,Mineirão,visitante,ATLETICO - MG,pro,Otero,15' (2ºT),60.0
Brasileirao,2017,293,Mineirão,visitante,ATLETICO - MG,pro,Robinho,21' (2ºT),66.0
Brasileirao,2017,293,Mineirão,visitante,ATLETICO - MG,pro,Robinho,35' (2ºT),80.0
Brasileirao,2017,294,Arena do Grêmio,visitante,PALMEIRAS - SP,pro,Dudu,2' (2ºT),47.0
Brasileirao,2017,294,Arena do Grêmio,visitante,PALMEIRAS - SP,pro,Moises,9' (2ºT),54.0
Brasileirao,2017,294,Arena do Grêmio,visitante,PALMEIRAS - SP,pro,Dudu,18' (2ºT),63.0
Brasileirao,2017,294,Arena do Grêmio,mandante,GREMIO - RS,pro,Michel,33' (2ºT),78.0
Brasileirao,2017,295,Maracanã,mandante,VASCO DA GAMA - RJ,contra,M. Galdezani,15' (1ºT),15.0
Brasileirao,2017,295,Maracanã,visitante,CORITIBA - PR,pro,Rildo,22' (2ºT),67.0
Brasileirao,2017,296,Arena Fonte Nova,mandante,BAHIA - BA,pro,Mendoza,1' (2ºT),46.0
Brasileirao,2017,296,Arena Fonte Nova,visitante,VITORIA - BA,pro,Wallace Reis,38' (2ºT),83.0
Brasileirao,2017,296,Arena Fonte Nova,mandante,BAHIA - BA,pro,Edigar Junio,44' (2ºT),89.0
Brasileirao,2017,297,Vila Belmiro,mandante,SANTOS - SP,pro,Ricardo Oliveira,30' (1ºT),30.0
Brasileirao,2017,298,Moisés Lucarelli,visitante,AVAI - SC,pro,Romulo,6' (1ºT),6.0
Brasileirao,2017,298,Moisés Lucarelli,visitante,AVAI - SC,pro,Junior Dutra,36' (1ºT),36.0
Brasileirao,2017,298,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Danilo Barcelos,38' (1ºT),38.0
Brasileirao,2017,299,Arena Condá,mandante,CHAPECOENSE - SC,pro,Arthur Caike,3' (1ºT),3.0
Brasileirao,2017,299,Arena Condá,mandante,CHAPECOENSE - SC,pro,Wellington Paulista,1' (2ºT),46.0
Brasileirao,2017,300,Arena da Baixada,mandante,ATLETICO - PR,pro,Lucho Gonzalez,15' (2ºT),60.0
Brasileirao,2017,300,Arena da Baixada,visitante,SPORT - PE,pro,Diego Souza,24' (2ºT),69.0
Brasileirao,2017,300,Arena da Baixada,mandante,ATLETICO - PR,pro,Gedoz,42' (2ºT),87.0
Brasileirao,2017,301,Pacaembu,mandante,SAO PAULO - SP,pro,Marcos Guilherme,17' (1ºT),17.0
Brasileirao,2017,301,Pacaembu,mandante,SAO PAULO - SP,pro,Cueva,21' (1ºT),21.0
Brasileirao,2017,301,Pacaembu,visitante,SANTOS - SP,pro,Alison,33' (1ºT),33.0
Brasileirao,2017,304,Maracanã,visitante,BAHIA - BA,pro,Edigar Junio,2' (1ºT),2.0
Brasileirao,2017,304,Maracanã,mandante,FLUMINENSE - RJ,pro,Gustavo Scarpa,32' (1ºT),32.0
Brasileirao,2017,306,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Lucca,39' (1ºT),39.0
Brasileirao,2017,307,Ilha do Retiro,visitante,CORITIBA - PR,pro,Werley,6' (1ºT),6.0
Brasileirao,2017,307,Ilha do Retiro,mandante,SPORT - PE,pro,Diego Souza,29' (1ºT),29.0
Brasileirao,2017,307,Ilha do Retiro,visitante,CORITIBA - PR,pro,H. Almeida,39' (1ºT),39.0
Brasileirao,2017,307,Ilha do Retiro,mandante,SPORT - PE,pro,Andre Felipe,42' (1ºT),42.0
Brasileirao,2017,307,Ilha do Retiro,mandante,SPORT - PE,pro,Diego Souza,17' (2ºT),62.0
Brasileirao,2017,307,Ilha do Retiro,visitante,CORITIBA - PR,pro,Jonas,33' (2ºT),78.0
Brasileirao,2017,307,Ilha do Retiro,visitante,CORITIBA - PR,pro,Yan Sasse,45' (2ºT),90.0
Brasileirao,2017,308,Manoel Barradas,visitante,ATLETICO - GO,pro,Luiz Fernando,10' (1ºT),10.0
Brasileirao,2017,308,Manoel Barradas,mandante,VITORIA - BA,pro,Welison,21' (2ºT),66.0
Brasileirao,2017,309,Ressacada,visitante,GREMIO - RS,pro,R. Thyere,11' (1ºT),11.0
Brasileirao,2017,309,Ressacada,mandante,AVAI - SC,pro,Pedro Castro,28' (1ºT),28.0
Brasileirao,2017,309,Ressacada,visitante,GREMIO - RS,pro,Kaio,36' (1ºT),36.0
