competicao,temporada,id_partida,estadio,campo,equipe,pro_contra,jogador,minuto_str,minuto_num
Brasileirao,2017,99,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Lucca,40' (1ºT),40.0
Brasileirao,2017,99,Moisés Lucarelli,visitante,PALMEIRAS - SP,pro,Guerra,45' (1ºT),45.0
Brasileirao,2017,100,Arena Condá,visitante,ATLETICO - MG,pro,Marlone,11' (1ºT),11.0
Brasileirao,2017,101,Giulite Coutinho,mandante,FLUMINENSE - RJ,pro,Richarlison,1' (1ºT),1.0
Brasileirao,2017,101,Giulite Coutinho,visitante,CHAPECOENSE - SC,pro,Rossi,13' (1ºT),13.0
Brasileirao,2017,101,Giulite Coutinho,visitante,CHAPECOENSE - SC,pro,Arthur Caike,41' (1ºT),41.0
Brasileirao,2017,101,Giulite Coutinho,mandante,FLUMINENSE - RJ,pro,Pedro,24' (2ºT),69.0
Brasileirao,2017,101,Giulite Coutinho,visitante,CHAPECOENSE - SC,pro,Arthur Caike,36' (2ºT),81.0
Brasileirao,2017,101,Giulite Coutinho,mandante,FLUMINENSE - RJ,pro,Marcos Jr,45+2' (2ºT),90.5
Brasileirao,2017,102,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Guerrero,37' (1ºT),37.0
Brasileirao,2017,102,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Diego,41' (1ºT),41.0
Brasileirao,2017,103,Pacaembu,mandante,PALMEIRAS - SP,contra,Filipe Machado,33' (2ºT),78.0
Brasileirao,2017,104,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Jo,34' (2ºT),79.0
Brasileirao,2017,105,Independência,visitante,CRUZEIRO - MG,pro,Thiago Neves,6' (1ºT),6.0
Brasileirao,2017,105,Independência,mandante,ATLETICO - MG,pro,Cazares,45+2' (1ºT),45.5
Brasileirao,2017,105,Independência,mandante,ATLETICO - MG,pro,Fred,45+5' (1ºT),45.5
Brasileirao,2017,105,Independência,mandante,ATLETICO - MG,pro,Fred,34' (2ºT),79.0
Brasileirao,2017,106,Durival Britto,visitante,VASCO DA GAMA - RJ,pro,Thalles,20' (1ºT),20.0
Brasileirao,2017,106,Durival Britto,mandante,CORITIBA - PR,pro,K. Giacomazzi,22' (2ºT),67.0
Brasileirao,2017,106,Durival Britto,mandante,CORITIBA - PR,pro,K. Giacomazzi,43' (2ºT),88.0
Brasileirao,2017,106,Durival Britto,visitante,VASCO DA GAMA - RJ,pro,Wagner,45+1' (2ºT),90.5
Brasileirao,2017,107,Ilha do Retiro,mandante,SPORT - PE,pro,Diego Souza,30' (2ºT),75.0
Brasileirao,2017,109,Olímpico Pedro Ludovico,mandante,ATLETICO - GO,pro,Andrigo,12' (1ºT),12.0
Brasileirao,2017,109,Olímpico Pedro Ludovico,visitante,SANTOS - SP,pro,Thiago Maia,24' (2ºT),69.0
Brasileirao,2017,111,Nilton Santos,visitante,ATLETICO - MG,pro,Marlone,22' (1ºT),22.0
Brasileirao,2017,111,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Roger,45+3' (2ºT),90.5
Brasileirao,2017,112,São Januário,visitante,FLAMENGO - RJ,pro,Everton,19' (2ºT),64.0
Brasileirao,2017,113,Vila Belmiro,mandante,SANTOS - SP,pro,Copete,44' (1ºT),44.0
Brasileirao,2017,113,Vila Belmiro,mandante,SANTOS - SP,pro,Copete,8' (2ºT),53.0
Brasileirao,2017,113,Vila Belmiro,mandante,SANTOS - SP,pro,Copete,21' (2ºT),66.0
Brasileirao,2017,113,Vila Belmiro,visitante,SAO PAULO - SP,pro,Shaylon,30' (2ºT),75.0
Brasileirao,2017,113,Vila Belmiro,visitante,SAO PAULO - SP,pro,Arboleda,41' (2ºT),86.0
Brasileirao,2017,114,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Jadson,45+1' (1ºT),45.5
Brasileirao,2017,114,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Jo,2' (2ºT),47.0
Brasileirao,2017,115,Mineirão,mandante,CRUZEIRO - MG,pro,Thiago Neves,32' (1ºT),32.0
Brasileirao,2017,115,Mineirão,mandante,CRUZEIRO - MG,pro,Hudson,42' (1ºT),42.0
Brasileirao,2017,115,Mineirão,visitante,PALMEIRAS - SP,pro,Willian,17' (2ºT),62.0
Brasileirao,2017,115,Mineirão,mandante,CRUZEIRO - MG,pro,Elber,45+2' (2ºT),90.5
Brasileirao,2017,116,Couto Pereira,visitante,SPORT - PE,pro,Mena,18' (1ºT),18.0
Brasileirao,2017,116,Couto Pereira,visitante,SPORT - PE,pro,Rogerio,39' (2ºT),84.0
Brasileirao,2017,116,Couto Pereira,visitante,SPORT - PE,contra,W. Maia,45+1' (2ºT),90.5
Brasileirao,2017,117,Arena do Grêmio,visitante,AVAI - SC,pro,Simião,28' (2ºT),73.0
Brasileirao,2017,117,Arena do Grêmio,visitante,AVAI - SC,pro,Junior Dutra,39' (2ºT),84.0
Brasileirao,2017,118,Arena Fonte Nova,visitante,FLUMINENSE - RJ,pro,Wellington Silva,11' (1ºT),11.0
Brasileirao,2017,118,Arena Fonte Nova,mandante,BAHIA - BA,pro,Joao Paulo,40' (2ºT),85.0
Brasileirao,2017,119,Olímpico Pedro Ludovico,visitante,VITORIA - BA,pro,Andre Lima,36' (1ºT),36.0
Brasileirao,2017,119,Olímpico Pedro Ludovico,mandante,ATLETICO - GO,pro,Andrigo,24' (2ºT),69.0
Brasileirao,2017,119,Olímpico Pedro Ludovico,visitante,VITORIA - BA,pro,Uillian Correia,42' (2ºT),87.0
Brasileirao,2017,120,Arena Condá,visitante,ATLETICO - PR,pro,Sidcley,1' (1ºT),1.0
Brasileirao,2017,120,Arena Condá,mandante,CHAPECOENSE - SC,pro,Lucas Marques,16' (1ºT),16.0
Brasileirao,2017,121,Maracanã,visitante,BOTAFOGO - RJ,pro,Roger,38' (1ºT),38.0
Brasileirao,2017,122,Luso Brasileiro,visitante,GREMIO - RS,pro,Luan,25' (1ºT),25.0
Brasileirao,2017,123,Allianz Parque,visitante,CORINTHIANS - SP,pro,Jadson,23' (1ºT),23.0
Brasileirao,2017,123,Allianz Parque,visitante,CORINTHIANS - SP,pro,Guilherme Arana,19' (2ºT),64.0
Brasileirao,2017,124,Morumbi,mandante,SAO PAULO - SP,pro,Lucas Pratto,12' (2ºT),57.0
Brasileirao,2017,124,Morumbi,visitante,ATLETICO - GO,pro,Niltinho,20' (2ºT),65.0
Brasileirao,2017,124,Morumbi,mandante,SAO PAULO - SP,pro,Marcinho,39' (2ºT),84.0
Brasileirao,2017,124,Morumbi,visitante,ATLETICO - GO,pro,Everaldo,40' (2ºT),85.0
Brasileirao,2017,125,Independência,visitante,SANTOS - SP,pro,Daniel Guedes,45+4' (2ºT),90.5
Brasileirao,2017,126,Arena da Baixada,visitante,CRUZEIRO - MG,pro,Lucas Romero,27' (1ºT),27.0
Brasileirao,2017,126,Arena da Baixada,visitante,CRUZEIRO - MG,pro,Rafael Marques,40' (2ºT),85.0
Brasileirao,2017,127,Arena Pernambuco,mandante,SPORT - PE,pro,Andre Felipe,17' (2ºT),62.0
Brasileirao,2017,127,Arena Pernambuco,mandante,SPORT - PE,pro,Diego Souza,45' (2ºT),90.0
Brasileirao,2017,127,Arena Pernambuco,mandante,SPORT - PE,pro,Andre Felipe,45+4' (2ºT),90.5
Brasileirao,2017,128,Manoel Barradas,visitante,VASCO DA GAMA - RJ,contra,Kanu,13' (1ºT),13.0
Brasileirao,2017,128,Manoel Barradas,mandante,VITORIA - BA,pro,Kanu,24' (2ºT),69.0
Brasileirao,2017,128,Manoel Barradas,visitante,VASCO DA GAMA - RJ,pro,Thalles,29' (2ºT),74.0
Brasileirao,2017,128,Manoel Barradas,visitante,VASCO DA GAMA - RJ,pro,Paulo Vitor,43' (2ºT),88.0
Brasileirao,2017,128,Manoel Barradas,visitante,VASCO DA GAMA - RJ,pro,Guilherme,45+4' (2ºT),90.5
Brasileirao,2017,129,Moisés Lucarelli,visitante,BAHIA - BA,pro,Rodrigao,3' (1ºT),3.0
Brasileirao,2017,129,Moisés Lucarelli,visitante,BAHIA - BA,pro,Rodrigao,9' (2ºT),54.0
Brasileirao,2017,129,Moisés Lucarelli,visitante,BAHIA - BA,pro,Rene Junior,39' (2ºT),84.0
Brasileirao,2017,130,Ressacada,visitante,CORITIBA - PR,pro,K. Giacomazzi,10' (1ºT),10.0
Brasileirao,2017,130,Ressacada,mandante,AVAI - SC,pro,Marquinhos,18' (1ºT),18.0
Brasileirao,2017,130,Ressacada,visitante,CORITIBA - PR,pro,Rildo,20' (1ºT),20.0
Brasileirao,2017,130,Ressacada,visitante,CORITIBA - PR,pro,Rildo,34' (2ºT),79.0
Brasileirao,2017,130,Ressacada,visitante,CORITIBA - PR,pro,H. Almeida,45+3' (2ºT),90.5
Brasileirao,2017,131,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Rodrigo,1' (1ºT),1.0
Brasileirao,2017,131,Nilton Santos,visitante,SPORT - PE,pro,Rithely,8' (1ºT),8.0
Brasileirao,2017,131,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Guilherme Augusto,8' (2ºT),53.0
Brasileirao,2017,133,Allianz Parque,visitante,VITORIA - BA,pro,Uillian Correia,9' (1ºT),9.0
Brasileirao,2017,133,Allianz Parque,mandante,PALMEIRAS - SP,pro,Roger Guedes,36' (1ºT),36.0
Brasileirao,2017,133,Allianz Parque,mandante,PALMEIRAS - SP,pro,Dudu,45+1' (1ºT),45.5
Brasileirao,2017,133,Allianz Parque,mandante,PALMEIRAS - SP,pro,Mayke,25' (2ºT),70.0
Brasileirao,2017,133,Allianz Parque,mandante,PALMEIRAS - SP,pro,Dudu,31' (2ºT),76.0
Brasileirao,2017,133,Allianz Parque,visitante,VITORIA - BA,pro,David,40' (2ºT),85.0
Brasileirao,2017,134,Arena Corinthians,visitante,ATLETICO - PR,pro,Jonathan,37' (1ºT),37.0
Brasileirao,2017,134,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Jo,44' (1ºT),44.0
Brasileirao,2017,134,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Jo,5' (2ºT),50.0
Brasileirao,2017,134,Arena Corinthians,visitante,ATLETICO - PR,pro,Otavio,37' (2ºT),82.0
Brasileirao,2017,135,Mineirão,visitante,FLAMENGO - RJ,pro,Everton,8' (2ºT),53.0
Brasileirao,2017,135,Mineirão,mandante,CRUZEIRO - MG,pro,Sassa,14' (2ºT),59.0
Brasileirao,2017,136,Couto Pereira,visitante,FLUMINENSE - RJ,pro,Richarlison,31' (1ºT),31.0
Brasileirao,2017,136,Couto Pereira,visitante,FLUMINENSE - RJ,pro,Léo,38' (1ºT),38.0
Brasileirao,2017,136,Couto Pereira,mandante,CORITIBA - PR,pro,H. Almeida,45+1' (1ºT),45.5
Brasileirao,2017,137,Arena do Grêmio,visitante,PONTE PRETA - SP,contra,R. Thyere,35' (1ºT),35.0
Brasileirao,2017,137,Arena do Grêmio,mandante,GREMIO - RS,pro,Lucas Barrios,11' (2ºT),56.0
Brasileirao,2017,137,Arena do Grêmio,mandante,GREMIO - RS,pro,Lucas Barrios,25' (2ºT),70.0
Brasileirao,2017,137,Arena do Grêmio,mandante,GREMIO - RS,pro,Everton,43' (2ºT),88.0
Brasileirao,2017,138,Pituaçu,mandante,BAHIA - BA,pro,Rene Junior,29' (2ºT),74.0
Brasileirao,2017,138,Pituaçu,visitante,AVAI - SC,pro,Junior Dutra,38' (2ºT),83.0
Brasileirao,2017,139,Olímpico Pedro Ludovico,mandante,ATLETICO - GO,pro,Igor,26' (1ºT),26.0
Brasileirao,2017,139,Olímpico Pedro Ludovico,visitante,ATLETICO - MG,pro,Fred,12' (2ºT),57.0
Brasileirao,2017,139,Olímpico Pedro Ludovico,visitante,ATLETICO - MG,pro,Elias,28' (2ºT),73.0
Brasileirao,2017,140,Arena Condá,mandante,CHAPECOENSE - SC,pro,Tulio de Melo,17' (2ºT),62.0
Brasileirao,2017,140,Arena Condá,mandante,CHAPECOENSE - SC,pro,Lucas Marques,45+1' (2ºT),90.5
Brasileirao,2017,141,Giulite Coutinho,visitante,CRUZEIRO - MG,pro,Sassa,35' (1ºT),35.0
Brasileirao,2017,141,Giulite Coutinho,mandante,FLUMINENSE - RJ,pro,Richarlison,41' (1ºT),41.0
Brasileirao,2017,142,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Para,7' (1ºT),7.0
Brasileirao,2017,142,Luso Brasileiro,visitante,PALMEIRAS - SP,pro,Willian,32' (1ºT),32.0
Brasileirao,2017,142,Luso Brasileiro,visitante,PALMEIRAS - SP,pro,Roger Guedes,42' (1ºT),42.0
Brasileirao,2017,142,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Guerrero,44' (1ºT),44.0
Brasileirao,2017,143,Vila Belmiro,mandante,SANTOS - SP,pro,Vecchio,15' (2ºT),60.0
Brasileirao,2017,144,Morumbi,mandante,SAO PAULO - SP,pro,Lucas Pratto,1' (1ºT),1.0
Brasileirao,2017,145,Independência,visitante,BAHIA - BA,pro,Juninho,10' (1ºT),10.0
Brasileirao,2017,145,Independência,visitante,BAHIA - BA,pro,Juninho,42' (2ºT),87.0
Brasileirao,2017,147,Ilha do Retiro,mandante,SPORT - PE,pro,Patrick,6' (1ºT),6.0
Brasileirao,2017,147,Ilha do Retiro,mandante,SPORT - PE,pro,Diego Souza,18' (1ºT),18.0
Brasileirao,2017,147,Ilha do Retiro,mandante,SPORT - PE,pro,Andre Felipe,41' (1ºT),41.0
Brasileirao,2017,147,Ilha do Retiro,mandante,SPORT - PE,pro,Andre Felipe,35' (2ºT),80.0
Brasileirao,2017,148,Manoel Barradas,visitante,GREMIO - RS,pro,Fernandinho,7' (1ºT),7.0
Brasileirao,2017,148,Manoel Barradas,visitante,GREMIO - RS,pro,Arthur,43' (1ºT),43.0
Brasileirao,2017,148,Manoel Barradas,mandante,VITORIA - BA,pro,David,12' (2ºT),57.0
Brasileirao,2017,148,Manoel Barradas,visitante,GREMIO - RS,pro,Ramiro,17' (2ºT),62.0
Brasileirao,2017,149,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Léo Artur,16' (1ºT),16.0
Brasileirao,2017,149,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Emerson Sheik,15' (2ºT),60.0
Brasileirao,2017,149,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Lucca,38' (2ºT),83.0
Brasileirao,2017,149,Moisés Lucarelli,mandante,PONTE PRETA - SP,pro,Emerson Sheik,42' (2ºT),87.0
Brasileirao,2017,151,Manoel Barradas,visitante,CHAPECOENSE - SC,pro,Reinaldo,27' (1ºT),27.0
Brasileirao,2017,151,Manoel Barradas,mandante,VITORIA - BA,pro,Neilton,16' (2ºT),61.0
Brasileirao,2017,151,Manoel Barradas,visitante,CHAPECOENSE - SC,pro,Lourency,18' (2ºT),63.0
Brasileirao,2017,152,Pacaembu,mandante,SANTOS - SP,pro,Bruno Henrique,29' (1ºT),29.0
Brasileirao,2017,152,Pacaembu,mandante,SANTOS - SP,pro,Bruno Henrique,45+1' (1ºT),45.5
Brasileirao,2017,152,Pacaembu,mandante,SANTOS - SP,pro,Bruno Henrique,31' (2ºT),76.0
Brasileirao,2017,153,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Berrio,6' (1ºT),6.0
Brasileirao,2017,153,Luso Brasileiro,visitante,CORITIBA - PR,pro,H. Almeida,1' (2ºT),46.0
Brasileirao,2017,153,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Éverton Ribeiro,45+1' (2ºT),90.5
Brasileirao,2017,154,Arena da Baixada,visitante,PONTE PRETA - SP,pro,Lucca,6' (2ºT),51.0
Brasileirao,2017,154,Arena da Baixada,visitante,PONTE PRETA - SP,pro,Lucca,45+3' (2ºT),90.5
Brasileirao,2017,155,Maracanã,visitante,CORINTHIANS - SP,pro,Balbuena,4' (2ºT),49.0
Brasileirao,2017,156,Arena Pernambuco,visitante,PALMEIRAS - SP,pro,Bruno,34' (1ºT),34.0
Brasileirao,2017,156,Arena Pernambuco,visitante,PALMEIRAS - SP,pro,Keno,45+3' (1ºT),45.5
Brasileirao,2017,157,Olímpico Pedro Ludovico,visitante,BOTAFOGO - RJ,pro,Vinicius,23' (2ºT),68.0
Brasileirao,2017,157,Olímpico Pedro Ludovico,mandante,ATLETICO - GO,pro,Paulinho,30' (2ºT),75.0
Brasileirao,2017,158,Ressacada,mandante,AVAI - SC,pro,Junior Dutra,21' (1ºT),21.0
Brasileirao,2017,159,Independência,visitante,VASCO DA GAMA - RJ,pro,Paulinho,13' (1ºT),13.0
Brasileirao,2017,159,Independência,mandante,ATLETICO - MG,pro,Yago Henrique Severino dos Santos,17' (1ºT),17.0
Brasileirao,2017,159,Independência,visitante,VASCO DA GAMA - RJ,pro,Paulinho,22' (2ºT),67.0
Brasileirao,2017,160,Morumbi,visitante,GREMIO - RS,pro,Pedro Rocha,19' (1ºT),19.0
Brasileirao,2017,160,Morumbi,mandante,SAO PAULO - SP,pro,Lucas,18' (2ºT),63.0
Brasileirao,2017,161,Nilton Santos,visitante,SAO PAULO - SP,pro,Cueva,17' (1ºT),17.0
Brasileirao,2017,161,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Marcos Vinicius,19' (1ºT),19.0
Brasileirao,2017,161,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Marcos Vinicius,25' (1ºT),25.0
Brasileirao,2017,161,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Guilherme Augusto,23' (2ºT),68.0
Brasileirao,2017,161,Nilton Santos,visitante,SAO PAULO - SP,pro,Marcos Guilherme,38' (2ºT),83.0
Brasileirao,2017,161,Nilton Santos,visitante,SAO PAULO - SP,pro,Hernanes,41' (2ºT),86.0
Brasileirao,2017,161,Nilton Santos,visitante,SAO PAULO - SP,pro,Marcos Guilherme,45+1' (2ºT),90.5
Brasileirao,2017,162,Allianz Parque,mandante,PALMEIRAS - SP,pro,Dudu,11' (1ºT),11.0
Brasileirao,2017,162,Allianz Parque,mandante,PALMEIRAS - SP,pro,Deyverson,36' (1ºT),36.0
Brasileirao,2017,164,Arena Condá,mandante,CHAPECOENSE - SC,pro,Luiz Otavio,40' (1ºT),40.0
Brasileirao,2017,164,Arena Condá,visitante,ATLETICO - GO,pro,Diego Rosa,22' (2ºT),67.0
Brasileirao,2017,164,Arena Condá,visitante,ATLETICO - GO,pro,Gilvan,38' (2ºT),83.0
Brasileirao,2017,165,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Jo,22' (1ºT),22.0
Brasileirao,2017,165,Arena Corinthians,visitante,FLAMENGO - RJ,pro,Rever,26' (2ºT),71.0
Brasileirao,2017,166,Couto Pereira,visitante,ATLETICO - MG,pro,Fabio Santos,7' (1ºT),7.0
Brasileirao,2017,166,Couto Pereira,visitante,ATLETICO - MG,pro,Rafael Moura,27' (2ºT),72.0
Brasileirao,2017,167,Arena Fonte Nova,visitante,SPORT - PE,pro,Everton Felipe,18' (1ºT),18.0
Brasileirao,2017,167,Arena Fonte Nova,mandante,BAHIA - BA,pro,Rodrigao,13' (2ºT),58.0
Brasileirao,2017,167,Arena Fonte Nova,visitante,SPORT - PE,pro,Ronaldo,20' (2ºT),65.0
Brasileirao,2017,167,Arena Fonte Nova,visitante,SPORT - PE,pro,R. Lenis,45+1' (2ºT),90.5
Brasileirao,2017,169,Arena do Grêmio,visitante,SANTOS - SP,pro,David Braz,44' (1ºT),44.0
Brasileirao,2017,169,Arena do Grêmio,mandante,GREMIO - RS,pro,Fernandinho,45+2' (1ºT),45.5
Brasileirao,2017,170,Raulino de Oliveira,visitante,ATLETICO - PR,pro,Lucas Ribamar,15' (2ºT),60.0
Brasileirao,2017,171,Ilha do Retiro,visitante,FLUMINENSE - RJ,pro,Gustavo Scarpa,8' (1ºT),8.0
Brasileirao,2017,171,Ilha do Retiro,visitante,FLUMINENSE - RJ,pro,Renato Chaves,13' (1ºT),13.0
Brasileirao,2017,171,Ilha do Retiro,mandante,SPORT - PE,pro,Andre Felipe,32' (1ºT),32.0
Brasileirao,2017,171,Ilha do Retiro,mandante,SPORT - PE,pro,Patrick,3' (2ºT),48.0
Brasileirao,2017,172,Arena Condá,mandante,CHAPECOENSE - SC,pro,Tulio de Melo,19' (1ºT),19.0
Brasileirao,2017,172,Arena Condá,visitante,BAHIA - BA,pro,Rodrigao,38' (1ºT),38.0
Brasileirao,2017,173,Mineirão,visitante,CORINTHIANS - SP,pro,Jo,31' (1ºT),31.0
Brasileirao,2017,173,Mineirão,visitante,CORINTHIANS - SP,pro,Rodriguinho,37' (2ºT),82.0
Brasileirao,2017,174,Manoel Barradas,mandante,VITORIA - BA,pro,Santiago,2' (1ºT),2.0
Brasileirao,2017,174,Manoel Barradas,mandante,VITORIA - BA,pro,Neilton,12' (1ºT),12.0
Brasileirao,2017,174,Manoel Barradas,mandante,VITORIA - BA,pro,Santiago,36' (1ºT),36.0
Brasileirao,2017,174,Manoel Barradas,visitante,PONTE PRETA - SP,pro,Elton,3' (2ºT),48.0
Brasileirao,2017,175,Nilton Santos,visitante,PALMEIRAS - SP,contra,Igor,45' (1ºT),45.0
Brasileirao,2017,175,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Pimpao,9' (2ºT),54.0
Brasileirao,2017,175,Nilton Santos,visitante,PALMEIRAS - SP,pro,Deyverson,41' (2ºT),86.0
Brasileirao,2017,176,Pacaembu,mandante,SANTOS - SP,pro,Bruno Henrique,8' (2ºT),53.0
Brasileirao,2017,176,Pacaembu,visitante,FLAMENGO - RJ,pro,Éverton Ribeiro,11' (2ºT),56.0
Brasileirao,2017,176,Pacaembu,visitante,FLAMENGO - RJ,pro,Felipe Vizeu,21' (2ºT),66.0
Brasileirao,2017,176,Pacaembu,mandante,SANTOS - SP,pro,Alison,39' (2ºT),84.0
Brasileirao,2017,176,Pacaembu,mandante,SANTOS - SP,pro,Ricardo Oliveira,42' (2ºT),87.0
Brasileirao,2017,177,Olímpico Pedro Ludovico,visitante,GREMIO - RS,pro,Michel,37' (2ºT),82.0
Brasileirao,2017,178,Morumbi,visitante,CORITIBA - PR,pro,Carleto,12' (2ºT),57.0
Brasileirao,2017,178,Morumbi,visitante,CORITIBA - PR,pro,Filigrana,22' (2ºT),67.0
Brasileirao,2017,178,Morumbi,mandante,SAO PAULO - SP,pro,Denilson,43' (2ºT),88.0
Brasileirao,2017,179,Arena da Baixada,mandante,ATLETICO - PR,pro,Guilherme,34' (1ºT),34.0
Brasileirao,2017,179,Arena da Baixada,mandante,ATLETICO - PR,pro,Guilherme,10' (2ºT),55.0
Brasileirao,2017,179,Arena da Baixada,mandante,ATLETICO - PR,contra,Capa,12' (2ºT),57.0
Brasileirao,2017,179,Arena da Baixada,mandante,ATLETICO - PR,pro,Eduardo,25' (2ºT),70.0
Brasileirao,2017,179,Arena da Baixada,mandante,ATLETICO - PR,pro,Eduardo,33' (2ºT),78.0
Brasileirao,2017,180,Raulino de Oliveira,visitante,CRUZEIRO - MG,pro,Thiago Neves,2' (1ºT),2.0
Brasileirao,2017,180,Raulino de Oliveira,visitante,CRUZEIRO - MG,pro,Sassa,16' (1ºT),16.0
Brasileirao,2017,180,Raulino de Oliveira,visitante,CRUZEIRO - MG,pro,Robinho,43' (2ºT),88.0
Brasileirao,2017,181,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Guilherme Arana,9' (1ºT),9.0
Brasileirao,2017,181,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Rodriguinho,1' (2ºT),46.0
Brasileirao,2017,181,Arena Corinthians,mandante,CORINTHIANS - SP,pro,Pedro Henrique,21' (2ºT),66.0
Brasileirao,2017,181,Arena Corinthians,visitante,SPORT - PE,pro,Thallyson Gabriel,37' (2ºT),82.0
Brasileirao,2017,182,Luso Brasileiro,visitante,VITORIA - BA,pro,Yago Felipe,44' (1ºT),44.0
Brasileirao,2017,182,Luso Brasileiro,visitante,VITORIA - BA,pro,Neilton,20' (2ºT),65.0
Brasileirao,2017,183,Allianz Parque,visitante,ATLETICO - PR,pro,Thiago Heleno,17' (1ºT),17.0
Brasileirao,2017,185,Couto Pereira,mandante,CORITIBA - PR,pro,Alecsandro,22' (1ºT),22.0
Brasileirao,2017,185,Couto Pereira,mandante,CORITIBA - PR,pro,Rildo,43' (1ºT),43.0
Brasileirao,2017,186,Arena do Grêmio,mandante,GREMIO - RS,pro,Pedro Rocha,5' (1ºT),5.0
Brasileirao,2017,186,Arena do Grêmio,mandante,GREMIO - RS,pro,Fernandinho,27' (1ºT),27.0
Brasileirao,2017,187,Arena Fonte Nova,mandante,BAHIA - BA,pro,Regis,40' (1ºT),40.0
Brasileirao,2017,187,Arena Fonte Nova,mandante,BAHIA - BA,pro,Mendoza,43' (1ºT),43.0
Brasileirao,2017,187,Arena Fonte Nova,visitante,SAO PAULO - SP,pro,Hernanes,45+1' (1ºT),45.5
Brasileirao,2017,190,Maracanã,mandante,FLUMINENSE - RJ,pro,Wendel,14' (1ºT),14.0
Brasileirao,2017,190,Maracanã,visitante,ATLETICO - GO,pro,Paulinho,23' (1ºT),23.0
Brasileirao,2017,190,Maracanã,mandante,FLUMINENSE - RJ,pro,Wellington Silva,33' (1ºT),33.0
Brasileirao,2017,190,Maracanã,mandante,FLUMINENSE - RJ,pro,Henrique Dourado,12' (2ºT),57.0
Brasileirao,2017,191,Olímpico Pedro Ludovico,mandante,ATLETICO - GO,pro,Jorginho,17' (2ºT),62.0
Brasileirao,2017,192,Manoel Barradas,visitante,AVAI - SC,pro,Junior Dutra,28' (2ºT),73.0
Brasileirao,2017,193,Morumbi,mandante,SAO PAULO - SP,pro,Hernanes,45+1' (1ºT),45.5
Brasileirao,2017,193,Morumbi,visitante,CRUZEIRO - MG,pro,Sassa,6' (2ºT),51.0
Brasileirao,2017,193,Morumbi,visitante,CRUZEIRO - MG,pro,Sassa,12' (2ºT),57.0
Brasileirao,2017,193,Morumbi,mandante,SAO PAULO - SP,pro,Arboleda,26' (2ºT),71.0
Brasileirao,2017,193,Morumbi,mandante,SAO PAULO - SP,pro,Hernanes,1+1' (2ºT),90.5
Brasileirao,2017,194,Raulino de Oliveira,visitante,PALMEIRAS - SP,pro,Guerra,32' (2ºT),77.0
Brasileirao,2017,194,Raulino de Oliveira,mandante,VASCO DA GAMA - RJ,pro,Manga,42' (2ºT),87.0
Brasileirao,2017,196,Independência,mandante,ATLETICO - MG,pro,Fabio Santos,15' (1ºT),15.0
Brasileirao,2017,196,Independência,mandante,ATLETICO - MG,pro,Rafael Moura,8' (2ºT),53.0
Brasileirao,2017,197,Arena da Baixada,visitante,BAHIA - BA,pro,Mendoza,20' (1ºT),20.0
Brasileirao,2017,197,Arena da Baixada,mandante,ATLETICO - PR,pro,Nikao,25' (1ºT),25.0
Brasileirao,2017,197,Arena da Baixada,mandante,ATLETICO - PR,pro,Thiago Heleno,7' (2ºT),52.0
Brasileirao,2017,197,Arena da Baixada,mandante,ATLETICO - PR,contra,Eder,14' (2ºT),59.0
Brasileirao,2017,197,Arena da Baixada,mandante,ATLETICO - PR,pro,Sidcley,41' (2ºT),86.0
Brasileirao,2017,198,Nilton Santos,mandante,BOTAFOGO - RJ,pro,Leandro,6' (1ºT),6.0
Brasileirao,2017,200,Arena Condá,visitante,CORINTHIANS - SP,pro,Jo,44' (2ºT),89.0
Brasileirao,2017,201,Arena Corinthians,visitante,VITORIA - BA,pro,Santiago,11' (1ºT),11.0
Brasileirao,2017,202,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Vinicius Jr,10' (2ºT),55.0
Brasileirao,2017,202,Luso Brasileiro,mandante,FLAMENGO - RJ,pro,Vinicius Jr,29' (2ºT),74.0
